190,b1982
813,b0697
3080609,b0423
280,b2599
977,b0431
283,b1849
784,b1638
175,b3588
283,b1476
977,b1638
1099,b2762
283,b2722
283,b2724
3080609,b3992
280,b0116
280,b1136
5793,b4239
175,b3957
280,b3517
280,b2255
934,b3477
283,b2374
280,b0340
1117,b2752
1117,b2425
283,b0903
977,b0348
784,b2582
283,b1277
283,b3893
798,b3161
280,b0778
280,b1091
175,b0614
784,b1386
977,b0979
1099,b3425
813,b0698
977,b0733
1099,b2582
280,b0052
283,b2153
280,b0420
175,b2221
280,b0115
977,b0123
283,b3994
193516,b1662
175,b1300
977,b3029
5793,b1197
934,b3476
5280833,b3835
280,b3956
280,b3671
977,b0432
813,b3350
283,b1232
977,b1391
280,b2720
190,b0469
280,b1493
280,b1378
439182,b0775
280,b2723
1099,b2764
977,b3850
888,b0929
280,b2311
190,b4384
5280832,b3843
280,b4117
1117,b2424
271,b3196
977,b0935
784,b1646
977,b1388
283,b2719
784,b1656
977,b2539
280,b0368
934,b3480
24621,b0764
977,b0430
280,b2029
280,b2463
1117,b2422
280,b2838
784,b3908
5793,b0344
312,b0929
280,b1262
280,b0521
280,b0126
813,b0696
977,b1392
283,b3894
5793,b1002
756,b0935
1099,b0368
934,b3479
175,b0615
784,b3781
784,b1732
5793,b3416
439182,b0628
280,b2264
280,b4196
977,b1386
5793,b2943
5793,b0124
280,b3403
280,b2436
756,b3058
813,b3747
5793,b1101
813,b1363
756,b1415
5793,b4119
798,b1261
25245987,b3803
280,b1800
784,b1059
283,b3114
175,b2222
1099,b2763
5793,b0403
977,b3835
280,b0109
280,b1850
798,b1260
280,b2919
977,b1646
280,b0507
280,b3930
280,b0078
190,b0159
977,b1656
280,b3639
24621,b0763
283,b2720
280,b2874
5793,b2388
283,b2723
977,b0662
11170991,b2687
977,b3908
280,b2904
280,b2564
280,b3892
175,b4067
280,b1475
1117,b2751
175,b0677
280,b4079
175,b0616
977,b0368
439182,b3991
813,b0047
5793,b3565
977,b0429
280,b1745
784,b3942
190,b3665
280,b3843
280,b3997
280,b3867
280,b1474
2879,b3991
193516,b0415
283,b2492
280,b2721
24621,b0765
977,b1732
5793,b1817
280,b0323
283,b1475
283,b3951
5793,b2132
283,b0902
280,b1095
977,b2538
190,b0613
1099,b1308
280,b0077
5793,b1621
280,b2323
280,b3670
280,b0693
280,b4131
280,b2965
45489773,b0159
280,b1476
280,b2373
175,b0096
280,b0516
280,b2722
784,b1301
977,b1012
175,b2414
280,b2724
280,b1479
280,b1281
283,b0904
5280832,b3835
1117,b1206
280,b0505
280,b0120
190,b0030
977,b0347
977,b1059
280,b3893
977,b2436
5793,b3519
280,b0131
934,b3478
977,b2907
280,b2903
280,b4160
312,b1592
888,b4242
977,b2542
280,b0776
798,b3708
5280832,b2311
175,b1849
5280833,b2232
977,b0734
813,b3849
312,b0155
1117,b3917
10329123,b0915
813,b4513
888,b2215
977,b0978
25245987,b3368
283,b2154
784,b2480
280,b2600
439182,b3867
934,b3816
280,b3581
1117,b2423
280,b2905
280,b0726
280,b2938
813,b1250
977,b2540
888,b3816
190,b3714
977,b3942
784,b1710
280,b2719
1117,b0763
283,b3892
280,b0186
813,b1216
784,b2574
280,b0871
175,b0617
977,b2574
283,b4079
813,b0842
283,b0355
175,b2421
280,b0339
312,b2215
813,b3290
977,b1390
283,b3041
283,b1474
175,b2296
1099,b0935
280,b0727
977,b1301
3080609,b3990
175,b4069
3080609,b3991
439182,b0159
283,b2721
24621,b0827
280,b0114
280,b3894
10329123,b3633
5793,b2417
977,b1389
175,b3115
977,b2552
175,b0871
